Age,Gender,Physical_Activity_Level,Diet_Type,BMI,Caffeine_Intake_mg,Water_Intake_liters,Screen_Time_Hours,Daily_Steps,Calories_Burned,Resting_Heart_Rate,Daily_Sleep_Hours,Deep_Sleep_Hours,Sleep_Quality_Score,Daily_Stress_Level
0.7450980392156864,0,1,1,0.3707317073170734,0.13561643835616438,0.24444444444444446,0.1583333333333333,0.16618413433700058,0.5004149377593361,0.5333333333333334,0.41891891891891875,0.29629629629629634,0.46153846153846156,1
1.0,1,1,0,0.40487804878048783,0.14246575342465753,0.3777777777777778,0.1583333333333333,0.15322257360473918,0.3676348547717842,0.4444444444444444,0.608108108108108,0.6296296296296295,0.6615384615384615,1
0.5490196078431373,1,1,0,0.3170731707317075,0.25753424657534246,0.19999999999999996,0.29166666666666663,0.17919023651507726,0.33112033195020746,0.48888888888888893,0.635135135135135,0.44444444444444436,0.6153846153846154,2
0.27450980392156865,0,2,1,0.3902439024390244,0.16986301369863013,0.5777777777777777,0.65,0.22635962763351297,0.49460580912863067,0.4222222222222223,0.527027027027027,0.6666666666666665,0.4461538461538461,1
0.823529411764706,1,2,2,0.370117342235731,0.0,0.4222222222222222,0.275,0.2799429869493564,0.4688796680497925,0.5111111111111111,0.5945945945945946,0.5555555555555556,0.6461538461538462,1
0.13725490196078433,1,2,2,0.4926829268292684,0.19452054794520549,0.5777777777777777,0.5333333333333333,0.3340163021691684,0.5165975103734439,0.3555555555555556,0.5540540540540538,0.6666666666666665,0.41538461538461546,2
0.3921568627450981,0,2,2,0.502439024390244,0.15205479452054796,0.2222222222222222,0.7416666666666667,0.225691505946283,0.49668049792531116,0.4222222222222223,0.43243243243243235,0.2222222222222222,0.3538461538461538,2
0.7450980392156864,1,0,1,0.5073170731707316,0.5534246575342466,0.6888888888888889,0.45000000000000007,0.6368981337134203,0.6128630705394191,0.37777777777777777,0.2567567567567568,0.3703703703703703,0.3538461538461538,1
0.3529411764705882,0,0,2,0.3365853658536585,0.510958904109589,0.6666666666666665,0.2583333333333333,0.32292548216115097,0.33112033195020746,0.4444444444444444,0.635135135135135,0.25925925925925924,0.6461538461538462,1
0.43137254901960786,0,0,2,0.4292682926829269,0.28406195014560215,0.15555555555555556,0.4,0.6875417576054519,0.5423236514522822,0.288888888888889,0.3648648648648648,0.4074074074074074,0.41538461538461546,0
0.1960784313725491,1,0,2,0.15609756097560978,0.4383561643835616,0.35555555555555557,0.4083333333333333,0.5589060620907754,0.4394190871369294,0.022222222222222143,0.4999999999999999,0.3333333333333333,0.5230769230769231,2
0.1960784313725491,0,2,0,0.6146341463414636,0.3150684931506849,0.3777777777777778,0.775,0.37361364749899784,0.4190871369294606,0.4222222222222223,0.581081081081081,0.3333333333333333,0.41538461538461546,2
0.4509803921568628,1,2,0,0.0,0.09315068493150686,0.17777777777777776,0.05833333333333335,0.4005612222172732,0.33195020746887965,0.0,0.5540540540540538,0.5185185185185186,0.5692307692307693,1
0.6862745098039217,1,1,1,0.35121951219512193,0.5452054794520548,0.39999999999999997,0.65,0.22778495389960357,0.3879668049792531,0.6000000000000001,0.5405405405405405,0.18518518518518517,0.4307692307692308,2
0.7647058823529412,1,2,1,0.5902439024390246,0.3452054794520548,0.5333333333333332,0.05000000000000002,0.335708877110151,0.5991701244813279,0.5777777777777777,0.527027027027027,0.6666666666666665,0.676923076923077,1
0.4509803921568628,1,2,1,0.09756097560975618,0.016438356164383564,0.35555555555555557,0.5833333333333334,0.157364928065565,0.32987551867219916,0.2666666666666666,0.3783783783783783,0.18518518518518517,0.41538461538461546,1
0.03921568627450983,0,2,2,0.4439024390243903,0.08493150684931507,0.13333333333333336,0.33333333333333337,0.15487060709990647,0.32904564315352697,0.48888888888888893,0.4999999999999999,0.5925925925925926,0.6923076923076924,1
0.4117647058823529,1,2,1,0.23414634146341473,0.0136986301369863,0.5777777777777777,0.7999999999999999,0.1991002627945303,0.30622406639004146,0.3111111111111111,0.3783783783783783,0.4074074074074074,0.5230769230769231,2
0.019607843137254943,1,2,1,0.29268292682926844,0.0,0.31111111111111106,0.5583333333333332,0.37592980268139503,0.3634854771784232,0.1333333333333333,0.5945945945945946,0.4074074074074074,0.5538461538461539,1
0.4509803921568628,1,2,2,0.5512195121951221,0.35342465753424657,0.3333333333333333,0.5333333333333333,0.18627232639971492,0.4356846473029045,0.6000000000000001,0.4054054054054054,0.44444444444444436,0.4769230769230769,1
0.8431372549019608,0,2,1,0.40487804878048783,0.019178082191780823,0.7333333333333332,0.21666666666666665,0.29090018261992784,0.4352697095435684,0.2666666666666666,0.6216216216216214,0.4074074074074074,0.6461538461538462,1
0.5686274509803921,0,2,2,0.0,0.1178082191780822,0.5111111111111111,0.7916666666666666,0.2741525989933633,0.370954356846473,0.11111111111111116,0.45945945945945943,0.48148148148148145,0.3384615384615385,2
0.7254901960784313,1,0,0,0.17560975609756102,0.2808219178082192,0.31111111111111106,0.9999999999999999,0.6272326399714935,0.4348547717842323,0.022222222222222143,0.21621621621621612,0.037037037037037035,0.07692307692307693,2
0.019607843137254943,1,0,1,0.5560975609756097,0.23424657534246576,0.2222222222222222,0.8333333333333334,0.6745801968731905,0.737344398340249,0.288888888888889,0.3783783783783783,0.5555555555555556,0.41538461538461546,2
0.3921568627450981,1,2,1,0.4536585365853659,0.12602739726027398,0.6222222222222222,0.20833333333333334,0.32020845396641573,0.5095435684647303,0.37777777777777777,0.527027027027027,0.2222222222222222,0.6307692307692307,1
0.6274509803921569,1,1,0,0.7073170731707318,0.584931506849315,0.6000000000000001,0.375,0.18716315531602157,0.6614107883817426,0.711111111111111,0.3648648648648648,0.3333333333333333,0.5230769230769231,0
0.21568627450980393,0,0,2,0.6926829268292684,0.0,0.35555555555555557,0.16666666666666666,0.43196294151708164,0.6020746887966806,0.3999999999999999,0.635135135135135,0.3703703703703703,0.6307692307692307,1
0.4117647058823529,0,1,2,0.29756097560975625,0.0,0.2222222222222222,0.29166666666666663,0.20181729098926549,0.30995850622406634,0.288888888888889,0.5945945945945946,0.4074074074074074,0.5384615384615384,2
0.8431372549019608,1,0,0,0.8536585365853658,0.36712328767123287,0.5111111111111111,0.475,0.5965881252505456,0.7730290456431534,0.6222222222222222,0.608108108108108,0.3703703703703703,0.6615384615384615,1
